,name of company,college name,region,year
1123,Savi Soft,Vishwakarma Institute of Technology,Pune,2018
1124,Bauer Kompressoren India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1125,Informatica,Vishwakarma Institute of Technology,Pune,2018
1126,Bentley Systems,Vishwakarma Institute of Technology,Pune,2018
1127,Inopen Technologies,Vishwakarma Institute of Technology,Pune,2018
1128,Soft Link,Vishwakarma Institute of Technology,Pune,2018
1129,Belzabar Design India Software Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1130,Jacobs,Vishwakarma Institute of Technology,Pune,2018
1131,Sokrati Technologies,Vishwakarma Institute of Technology,Pune,2018
1132,BGR Energy Systems,Vishwakarma Institute of Technology,Pune,2018
1133,Jamna Auto Industries Ltd,Vishwakarma Institute of Technology,Pune,2018
1134,SQR Infotech,Vishwakarma Institute of Technology,Pune,2018
1135,Bitwise Solutions Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1136,JP Morgan Chase,Vishwakarma Institute of Technology,Pune,2018
1137,Steria,Vishwakarma Institute of Technology,Pune,2018
1138,Black & Veatch,Vishwakarma Institute of Technology,Pune,2018
1139,Jubiliant,Vishwakarma Institute of Technology,Pune,2018
1140,Survik Software Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1141,Blue Star,Vishwakarma Institute of Technology,Pune,2018
1142,Kalyani Forge Ltd,Vishwakarma Institute of Technology,Pune,2018
1143,Swift Infocom (India) Pvt.Ltd.,Vishwakarma Institute of Technology,Pune,2018
1144,Borm Bruckmeier Infotech India Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
1145,Knightfrank India Ltd,Vishwakarma Institute of Technology,Pune,2018
1146,Symphony Technologies,Vishwakarma Institute of Technology,Pune,2018
1147,Bosch Chassis Systems India Ltd,Vishwakarma Institute of Technology,Pune,2018
1148,Kolte Patil Developers Ltd.,Vishwakarma Institute of Technology,Pune,2018
1149,Syntel,Vishwakarma Institute of Technology,Pune,2018
1150,Bristle Cone,Vishwakarma Institute of Technology,Pune,2018
1151,KPIT,Vishwakarma Institute of Technology,Pune,2018
1152,Tata Autocomp Systems Ltd,Vishwakarma Institute of Technology,Pune,2018
1153,Burckhardt Compression,Vishwakarma Institute of Technology,Pune,2018
1154,L & T IES,Vishwakarma Institute of Technology,Pune,2018
1155,Tetra Pak India Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1156,Cadence Design Systems  ,Vishwakarma Institute of Technology,Pune,2018
1157,Levia Technologies,Vishwakarma Institute of Technology,Pune,2018
1158,Techniche Engg Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
1159,Caparo,Vishwakarma Institute of Technology,Pune,2018
1160,L'OR'EAL India pvt ltd,Vishwakarma Institute of Technology,Pune,2018
1161,Third I Technosoft Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1162,CDK Global,Vishwakarma Institute of Technology,Pune,2018
1163,Magna Steyr,Vishwakarma Institute of Technology,Pune,2018
1164,THOROGOOD ASSOCIATES,Vishwakarma Institute of Technology,Pune,2018
1165,Cisco,Vishwakarma Institute of Technology,Pune,2018
1166,Magnetimarelli,Vishwakarma Institute of Technology,Pune,2018
1167,Titan,Vishwakarma Institute of Technology,Pune,2018
1168,Crest Premedia Solutions Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1169,Maruti Udyog,Vishwakarma Institute of Technology,Pune,2018
1170,Trans Engineers,Vishwakarma Institute of Technology,Pune,2018
1171,Confluxsys Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1172,Marvell Semiconductor,Vishwakarma Institute of Technology,Pune,2018
1173,VA Tech Wabag,Vishwakarma Institute of Technology,Pune,2018
1174,Cyberoam Technologies Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1175,Master Card,Vishwakarma Institute of Technology,Pune,2018
1176,Veda Engineering Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1177,Cypress,Vishwakarma Institute of Technology,Pune,2018
1178,Mithi Software,Vishwakarma Institute of Technology,Pune,2018
1179,Versatile Equipments Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018
1180,Digiapt Software Technologies Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
1181,MUSCO Stampings (Mahindra),Vishwakarma Institute of Technology,Pune,2018
1182,Vertex Software,Vishwakarma Institute of Technology,Pune,2018
1183,DLF Utilities Ltd,Vishwakarma Institute of Technology,Pune,2018
1184,Manhatten,Vishwakarma Institute of Technology,Pune,2018
1185,Vertis Microsystems ,Vishwakarma Institute of Technology,Pune,2018
1186,Einfochips Ltd,Vishwakarma Institute of Technology,Pune,2018
1187,Must Garments,Vishwakarma Institute of Technology,Pune,2018
1188,Vignet It Solution,Vishwakarma Institute of Technology,Pune,2018
1189,EMTEC,Vishwakarma Institute of Technology,Pune,2018
1190,Navin Fluorine International Limited,Vishwakarma Institute of Technology,Pune,2018
1191,Vu Clip,Vishwakarma Institute of Technology,Pune,2018
1192,FAB,Vishwakarma Institute of Technology,Pune,2018
1193,Neeyamo,Vishwakarma Institute of Technology,Pune,2018
1194,Walchand Nagar Industries,Vishwakarma Institute of Technology,Pune,2018
1195,Fiat,Vishwakarma Institute of Technology,Pune,2018
1196,Neilsoft Ltd,Vishwakarma Institute of Technology,Pune,2018
1197,Welkin It Services Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1198,FinIQ Consulting (India) Pvt Ltd,Vishwakarma Institute of Technology,Pune,2018
1199,Nelco Water,Vishwakarma Institute of Technology,Pune,2018
1200,Welspun,Vishwakarma Institute of Technology,Pune,2018
1201,Flextronics Technologies India Pvt Ltd.,Vishwakarma Institute of Technology,Pune,2018
1202,Optra Systems,Vishwakarma Institute of Technology,Pune,2018
1203,Wipro (VLSI),Vishwakarma Institute of Technology,Pune,2018
1204,FORD,Vishwakarma Institute of Technology,Pune,2018
1205,Oracle CGBU,Vishwakarma Institute of Technology,Pune,2018
1206,Xoriant,Vishwakarma Institute of Technology,Pune,2018
1207,Future Supply Chain Solutions Ltd,Vishwakarma Institute of Technology,Pune,2018
1208,Oracle (PGBU),Vishwakarma Institute of Technology,Pune,2018
1209,Zuari,Vishwakarma Institute of Technology,Pune,2018
1210,Gallup,Vishwakarma Institute of Technology,Pune,2018
1211,"Oriental Rubber Industries Ltd, Pune",Vishwakarma Institute of Technology,Pune,2018
1212,2 Coms Consulting Pvt. Ltd.,Vishwakarma Institute of Technology,Pune,2018
