name of company,college name,region,year
GEN M,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
PIDILITE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
TECHNOCRAFT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
NOMURA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
M&M,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
PRAXAIR INDIA (P) LTD,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
LINIT EXPORT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ACE INDUSTRIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ZOMATO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
GANDHI AUTOMATION,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
MEDITRONIC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ANATOMIZ3DLL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
HI TECH INTERNATIONAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
TARGET HYDRAULICS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
TRISHA MEDIA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ROSANA TOOLS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
PARLE GLOBAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
RAMDEV CHEM.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
SCHUCO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
TATA MOTOR SERVICES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ARIHANT PACKAGING,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
NDTS INDIA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
DARSHANA IND.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ITD CEMENTATION,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
THYSSEN KRUPP,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
SWISS ENGG.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
READY MACOENGG,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
PRABHAENGG.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
STYLABS INFO SOLUTIONS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
SUNDEX PROCESS ENGINEERS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ICICI PRUDENTIAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
ZEUS LEARNING,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
CDK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016
J P MORGAN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
RIL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ACG WORLDWIDE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
MORGAN STANLEY,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TCS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ZS ASSOCIATES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
MEDIA.NET,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
MUSIGMA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
DOLAT CAPITAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
HALFTICK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
MIRRAW,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
GEP,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
RELIANCE JIO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TECHNOFORCE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
GODREJ,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
INFOSYS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
OFSS CONSULTANT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
OFSS APPLICATION DEVELOPER,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SIEMENS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SECLORE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
L & T INFOTECH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
JACOBS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
PWC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
PARIKH PLAST,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
PURE WATER MANAGEMENT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
VISTAAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
E & Y,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
RELIANCE PETROCHEMICAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
DORFKETAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BOOK MY SHOW,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
L & T TECH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BILL DESK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
INFINITE USA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
NSE IT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ATOS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TECHNIMONT ICB,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BLUE STAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ARISTON CAPITAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AMDOCS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AGR KNOWLEDGE SERVICES  PVT. LTD.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BNP PARIBAS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TRESVISTA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ZYCUS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
INDUS VALLEY PARTNERS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
CIMPRESS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ATIDAN (DOT NET),DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
NEROLAC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
PERSISTENT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
GE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SYNTEL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TOPPR.COM,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ADOBE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SANMAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
V C A WABAG,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
HUL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
GLOBAL SPACE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
IMPACT ANALYTICS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AUFKLAREN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AWARTHON,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ICICI PRUDENTIAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ENDURANCE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
VISIBLE ALPHA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
DEUGRO PROJECTS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TATA PROJECTS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BOSCH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
L&T,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SNC LAVALIN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
MAHINDRA AND MAHINDRA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
FORTUNE FINANCIAL SERVICES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
CDP,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
NCDEX LTD.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
CAPIOT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
CACTUS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
EDELWEISS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
RICL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
INFOGAIN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
NAIK WEALTH PLANNERS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SUTHERLAND GLOBAL SERVICES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AMDOCS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AGR KNOWLEDGE SERVICES  PVT. LTD.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BNP PARIBAS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TRESVISTA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ZYCUS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
INDUS VALLEY PARTNERS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
CIMPRESS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ATIDAN (DOT NET),DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
NEROLAC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
PERSISTENT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
GE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SYNTEL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TOPPR.COM,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ADOBE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SANMAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
V C A WABAG,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
HUL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
GLOBAL SPACE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
IMPACT ANALYTICS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AUFKLAREN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
AWARTHON,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ICICI PRUDENTIAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
ENDURANCE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
VISIBLE ALPHA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
DEUGRO PROJECTS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
TATA PROJECTS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
BOSCH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
L&T,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
SNC LAVALIN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
MAHINDRA AND MAHINDRA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017
J P MORGAN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
RIL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ACG WORLDWIDE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
PHARMAEASY,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
MORGAN STANLEY,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
INDUS VALLEY PARTNERS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TCS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ZS ASSOCIATES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
MEDIA.NET,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
MUSIGMA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
DOLAT CAPITAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
HALFTICK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
GODREJ,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
INFOSYS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
OFSS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
SECLORE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
L & T INFOTECH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
JACOBS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
VISTAAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
E & Y,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
NSE IT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ATOS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
BLUE STAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
FERMENTA BIOTECH.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
DIRECTI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
WIPRO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
RELIANCE RETAIL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
COLLEGE POND,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
CAPGEMINI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
SELEC,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
BNP PARIBAS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
VISIBLE ALPHA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TECHINT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
DELOITTEE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
MASTEK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
"AVALON GLOBAL 
RESEARCH",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
CN WATER,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TATA COMMUNICATIONS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TIME,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ENDURANCE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TRESVISTA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ICICI PRUDENTIAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
NSE TECH.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
AUFKLREN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TATA PROJECTS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
HEXAWARE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
APAR IND. LTD.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ALLCARGO LTD.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
BYJU,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
TOPPR.COM,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
GE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
THINK ANALYTICS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
SSC GLOBAL,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
CLEARTAX,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
GRAPHENE MEDIA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
BROWSER STACK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
IMAGINARIUM,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
LOGIQIDS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
AMDOCS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
BOSCH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
"MAHINDRA AND 
MAHINDRA",DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
NEROLAC PAINTS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
GANDHI AUTOMATION,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
MARWADI SHARES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
FAB TECH.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
FILM BOARD MOVIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
SANMAR,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
SNC LAVALIN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
PUBLIC MEDIA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
LARSEN AND TOUBRO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
EDELWEISS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
AKER,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
AARTI IND.,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ION EXCHANGE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
ARKK CONSULTING,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018
3D PLM SOFTWARE (DASSAULT),ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
MINDSTIX SOFTWARE LABS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ACCOPS SYSTEMS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
MU SIGMA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ADOBE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
MUST GARMENTS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
AMAZON,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
NTT DATA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
AMDOCS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
OPTYMYZE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
AMURA MARKETING TECHNOLOGIES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ORACLE FIN SERV SOFTWARE ,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ATOS INDIA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ORACLE GBU,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
BARCLAYS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
PERNOD RICARD INDIA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
BITWISE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
PERSISTENT SYSTEMS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
BLUE BRICKS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
PRAJ INDUSTRIES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
BRISTLECONE INDIA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
PRECISION AUTOMATION (PARI),ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
CAPGEMINI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
PRINCIPAL GLOBAL SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
COMMVAULT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
RELIANCE JIO,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
CONTINENTAL AUTOMOTIVE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
RENATA PRECISION COMPONENTS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
DELOITTE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ROBERT BOSCH ENGINEERING,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
DIRECTI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SABA SOFTWARE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
EDELWEISS FINANCIAL SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SAINT GOBAIN,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ELITMUS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SAMSUNG R&D,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
EPIC RESEARCH PVT LTD,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SANMAR GROUP,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
FIGMD,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SAPIENT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
FOCUS ACADEMY OF CAREER ENHANCEMENT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SAS RESEARCH PVT LTD,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
GODREJ,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SCHLUMBERGER ,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
GOOD METHODS GLOBAL INC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SCREEN MAGIC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
GRINDWELL NORTON,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SEARS HOLDINGS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
HASHMAP INC ,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SECLORE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
HEYMOJO INC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SKF INDIA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
HSBC SOFTWARE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
SYMANTEC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
HYUNDAI CONSTRUCTIONS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
TATA CONSULTANCY SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
IBM,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
TATA TECHNOLOGIES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
INA BEARINGS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
TECH MAHINDRA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
INBOUND MANTRA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
TECHNIP FMC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
INDIX INTERNET INDIA PVT LTD,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
THERMAX,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
INTELEGENCIA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
THOUGHTWORKS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
INTEVA PRODUCTS INDIA,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
VARROC GROUP,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
ION TRADING,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018
